ts;n;bid;ask;value;volume;phase;round;active_id
1621249062000;11593200;153.873;153.893;153.883;0;T;True;3
1621249063000;11593204;153.874;153.894;153.884;3;T;True;3
1621249064000;11593206;153.873;153.893;153.883;1;T;True;3
1621249065000;11593207;153.873;153.893;153.883;0;T;True;3
1621249066000;11593213;153.863;153.883;153.873;5;T;True;3
1621249067000;11593217;153.869;153.889;153.879;3;T;True;3
1621249068000;11593220;153.869;153.889;153.879;2;T;True;3
1621249069000;11593223;153.87;153.89;153.88;2;T;True;3
1621249070000;11593225;153.871;153.891;153.881;1;T;True;3
1621249071000;11593229;153.87;153.89;153.88;3;T;True;3
1621249072000;11593231;153.871;153.891;153.881;1;T;True;3
1621249073000;11593235;153.867;153.887;153.877;3;T;True;3
1621249074000;11593238;153.865;153.885;153.875;2;T;True;3
1621249075000;11593242;153.867;153.887;153.877;3;T;True;3
1621249076000;11593246;153.865;153.885;153.875;3;T;True;3
1621249077000;11593247;153.865;153.885;153.875;0;T;True;3
1621249078000;11593248;153.865;153.885;153.875;0;T;True;3
1621249079000;11593250;153.859;153.879;153.869;1;T;True;3
1621249080000;11593251;153.859;153.879;153.869;0;T;True;3
1621249081000;11593253;153.865;153.885;153.875;1;T;True;3
1621249082000;11593258;153.875;153.895;153.885;4;T;True;3
1621249083000;11593261;153.875;153.895;153.885;2;T;True;3
1621249084000;11593266;153.877;153.897;153.887;4;T;True;3
1621249085000;11593268;153.879;153.899;153.889;1;T;True;3
1621249086000;11593270;153.877;153.897;153.887;1;T;True;3
1621249087000;11593271;153.877;153.897;153.887;0;T;True;3
1621249088000;11593272;153.877;153.897;153.887;0;T;True;3
1621249089000;11593274;153.879;153.899;153.889;1;T;True;3
1621249090000;11593275;153.879;153.899;153.889;0;T;True;3
1621249091000;11593278;153.882;153.902;153.892;2;T;True;3
1621249092000;11593281;153.879;153.899;153.889;2;T;True;3
1621249093000;11593282;153.879;153.899;153.889;0;T;True;3
1621249094000;11593283;153.879;153.899;153.889;0;T;True;3
1621249095000;11593284;153.879;153.899;153.889;0;T;True;3
1621249096000;11593287;153.877;153.897;153.887;2;T;True;3
1621249097000;11593290;153.871;153.891;153.881;2;T;True;3
1621249098000;11593292;153.869;153.889;153.879;1;T;True;3
1621249099000;11593297;153.861;153.881;153.871;4;T;True;3
1621249100000;11593299;153.863;153.883;153.873;1;T;True;3
1621249101000;11593306;153.863;153.883;153.873;6;T;True;3
1621249102000;11593309;153.863;153.883;153.873;2;T;True;3
1621249103000;11593311;153.861;153.881;153.871;1;T;True;3
1621249104000;11593315;153.861;153.881;153.871;3;T;True;3
1621249105000;11593316;153.861;153.881;153.871;0;T;True;3
1621249106000;11593318;153.857;153.877;153.867;1;T;True;3
1621249107000;11593321;153.856;153.876;153.866;2;T;True;3
1621249108000;11593323;153.855;153.875;153.865;1;T;True;3
1621249109000;11593326;153.853;153.873;153.863;2;T;True;3
1621249110000;11593327;153.853;153.873;153.863;0;T;True;3
1621249111000;11593328;153.853;153.873;153.863;0;T;True;3
1621249112000;11593332;153.851;153.871;153.861;3;T;True;3
1621249113000;11593333;153.851;153.871;153.861;0;T;True;3
1621249114000;11593334;153.851;153.871;153.861;0;T;True;3
1621249115000;11593336;153.849;153.869;153.859;1;T;True;3
1621249116000;11593339;153.845;153.865;153.855;2;T;True;3
1621249117000;11593340;153.845;153.865;153.855;0;T;True;3
1621249118000;11593342;153.841;153.861;153.851;1;T;True;3
1621249119000;11593343;153.841;153.861;153.851;0;T;True;3
1621249120000;11593346;153.839;153.859;153.849;2;T;True;3
1621249121000;11593347;153.839;153.859;153.849;0;T;True;3
1621249122000;11593351;153.842;153.862;153.852;3;T;True;3
1621249123000;11593356;153.849;153.869;153.859;4;T;True;3
1621249124000;11593357;153.849;153.869;153.859;0;T;True;3
1621249125000;11593360;153.848;153.868;153.858;2;T;True;3
1621249126000;11593361;153.848;153.868;153.858;0;T;True;3
1621249127000;11593364;153.845;153.865;153.855;2;T;True;3
1621249128000;11593365;153.845;153.865;153.855;0;T;True;3
1621249129000;11593366;153.845;153.865;153.855;0;T;True;3
1621249130000;11593371;153.836;153.856;153.846;4;T;True;3
1621249131000;11593374;153.837;153.857;153.847;2;T;True;3
1621249132000;11593376;153.835;153.855;153.845;1;T;True;3
1621249133000;11593379;153.837;153.857;153.847;2;T;True;3
1621249134000;11593380;153.837;153.857;153.847;0;T;True;3
1621249135000;11593381;153.837;153.857;153.847;0;T;True;3
1621249136000;11593383;153.843;153.863;153.853;1;T;True;3
1621249137000;11593384;153.843;153.863;153.853;0;T;True;3
1621249138000;11593385;153.843;153.863;153.853;0;T;True;3
1621249139000;11593386;153.843;153.863;153.853;0;T;True;3
1621249140000;11593388;153.845;153.865;153.855;1;T;True;3
1621249141000;11593389;153.845;153.865;153.855;0;T;True;3
1621249142000;11593390;153.845;153.865;153.855;0;T;True;3
1621249143000;11593391;153.845;153.865;153.855;0;T;True;3
1621249144000;11593392;153.845;153.865;153.855;0;T;True;3
1621249145000;11593393;153.845;153.865;153.855;0;T;True;3
1621249146000;11593394;153.845;153.865;153.855;0;T;True;3
1621249147000;11593395;153.845;153.865;153.855;0;T;True;3
1621249148000;11593397;153.844;153.864;153.854;1;T;True;3
1621249149000;11593399;153.841;153.861;153.851;1;T;True;3
1621249150000;11593402;153.848;153.868;153.858;2;T;True;3
1621249151000;11593405;153.845;153.865;153.855;2;T;True;3
1621249152000;11593411;153.851;153.871;153.861;5;T;True;3
1621249153000;11593413;153.849;153.869;153.859;1;T;True;3
1621249154000;11593414;153.849;153.869;153.859;0;T;True;3
1621249155000;11593417;153.842;153.862;153.852;2;T;True;3
1621249156000;11593420;153.842;153.862;153.852;2;T;True;3
1621249157000;11593422;153.843;153.863;153.853;1;T;True;3
1621249158000;11593424;153.841;153.861;153.851;1;T;True;3
1621249159000;11593427;153.843;153.863;153.853;2;T;True;3
1621249160000;11593431;153.837;153.857;153.847;3;T;True;3
1621249161000;11593433;153.839;153.859;153.849;1;T;True;3
1621249162000;11593439;153.829;153.849;153.839;5;T;True;3
1621249163000;11593445;153.838;153.858;153.848;5;T;True;3
1621249164000;11593448;153.843;153.863;153.853;2;T;True;3
1621249165000;11593453;153.847;153.867;153.857;4;T;True;3
1621249166000;11593456;153.847;153.867;153.857;2;T;True;3
1621249167000;11593460;153.853;153.873;153.863;3;T;True;3
1621249168000;11593463;153.851;153.871;153.861;2;T;True;3
1621249169000;11593464;153.851;153.871;153.861;0;T;True;3
1621249170000;11593465;153.851;153.871;153.861;0;T;True;3
1621249171000;11593468;153.849;153.869;153.859;2;T;True;3
1621249172000;11593471;153.843;153.863;153.853;2;T;True;3
1621249173000;11593476;153.847;153.867;153.857;4;T;True;3
1621249174000;11593481;153.845;153.865;153.855;4;T;True;3
1621249175000;11593483;153.843;153.863;153.853;1;T;True;3
1621249176000;11593485;153.842;153.862;153.852;1;T;True;3
1621249177000;11593490;153.837;153.857;153.847;4;T;True;3
1621249178000;11593491;153.837;153.857;153.847;0;T;True;3
1621249179000;11593492;153.837;153.857;153.847;0;T;True;3
1621249180000;11593496;153.837;153.857;153.847;3;T;True;3
1621249181000;11593497;153.837;153.857;153.847;0;T;True;3
1621249182000;11593498;153.837;153.857;153.847;0;T;True;3
1621249183000;11593499;153.837;153.857;153.847;0;T;True;3
