ts;n;bid;ask;value;volume;phase;round;active_id
1621250862000;11596447;153.883;153.903;153.893;0;T;True;3
1621250863000;11596448;153.883;153.903;153.893;0;T;True;3
1621250864000;11596449;153.883;153.903;153.893;0;T;True;3
1621250865000;11596450;153.883;153.903;153.893;0;T;True;3
1621250866000;11596451;153.883;153.903;153.893;0;T;True;3
1621250867000;11596452;153.883;153.903;153.893;0;T;True;3
1621250868000;11596453;153.883;153.903;153.893;0;T;True;3
1621250869000;11596455;153.881;153.901;153.891;1;T;True;3
1621250870000;11596458;153.881;153.901;153.891;2;T;True;3
1621250871000;11596460;153.879;153.899;153.889;1;T;True;3
1621250872000;11596462;153.88;153.9;153.89;1;T;True;3
1621250873000;11596463;153.88;153.9;153.89;0;T;True;3
1621250874000;11596464;153.88;153.9;153.89;0;T;True;3
1621250875000;11596465;153.88;153.9;153.89;0;T;True;3
1621250876000;11596466;153.88;153.9;153.89;0;T;True;3
1621250877000;11596470;153.885;153.905;153.895;3;T;True;3
1621250878000;11596471;153.885;153.905;153.895;0;T;True;3
1621250879000;11596473;153.887;153.907;153.897;1;T;True;3
1621250880000;11596474;153.887;153.907;153.897;0;T;True;3
1621250881000;11596475;153.887;153.907;153.897;0;T;True;3
1621250882000;11596476;153.887;153.907;153.897;0;T;True;3
1621250883000;11596478;153.885;153.905;153.895;1;T;True;3
1621250884000;11596480;153.883;153.903;153.893;1;T;True;3
1621250885000;11596481;153.883;153.903;153.893;0;T;True;3
1621250886000;11596482;153.883;153.903;153.893;0;T;True;3
1621250887000;11596485;153.885;153.905;153.895;2;T;True;3
1621250888000;11596486;153.885;153.905;153.895;0;T;True;3
1621250889000;11596487;153.885;153.905;153.895;0;T;True;3
1621250890000;11596488;153.885;153.905;153.895;0;T;True;3
1621250891000;11596489;153.885;153.905;153.895;0;T;True;3
1621250892000;11596491;153.887;153.907;153.897;1;T;True;3
1621250893000;11596492;153.887;153.907;153.897;0;T;True;3
1621250894000;11596493;153.887;153.907;153.897;0;T;True;3
1621250895000;11596496;153.889;153.909;153.899;2;T;True;3
1621250896000;11596497;153.889;153.909;153.899;0;T;True;3
1621250897000;11596498;153.889;153.909;153.899;0;T;True;3
1621250898000;11596501;153.892;153.912;153.902;2;T;True;3
1621250899000;11596502;153.892;153.912;153.902;0;T;True;3
1621250900000;11596503;153.892;153.912;153.902;0;T;True;3
1621250901000;11596505;153.893;153.913;153.903;1;T;True;3
1621250902000;11596506;153.893;153.913;153.903;0;T;True;3
1621250903000;11596508;153.889;153.909;153.899;1;T;True;3
1621250904000;11596509;153.889;153.909;153.899;0;T;True;3
1621250905000;11596510;153.889;153.909;153.899;0;T;True;3
1621250906000;11596511;153.889;153.909;153.899;0;T;True;3
1621250907000;11596512;153.889;153.909;153.899;0;T;True;3
1621250908000;11596513;153.889;153.909;153.899;0;T;True;3
1621250909000;11596515;153.891;153.911;153.901;1;T;True;3
1621250910000;11596519;153.898;153.918;153.908;3;T;True;3
1621250911000;11596520;153.898;153.918;153.908;0;T;True;3
1621250912000;11596521;153.898;153.918;153.908;0;T;True;3
1621250913000;11596522;153.898;153.918;153.908;0;T;True;3
1621250914000;11596524;153.897;153.917;153.907;1;T;True;3
1621250915000;11596525;153.897;153.917;153.907;0;T;True;3
1621250916000;11596526;153.897;153.917;153.907;0;T;True;3
1621250917000;11596527;153.897;153.917;153.907;0;T;True;3
1621250918000;11596528;153.897;153.917;153.907;0;T;True;3
1621250919000;11596529;153.897;153.917;153.907;0;T;True;3
1621250920000;11596530;153.897;153.917;153.907;0;T;True;3
1621250921000;11596531;153.897;153.917;153.907;0;T;True;3
1621250922000;11596533;153.894;153.914;153.904;1;T;True;3
1621250923000;11596534;153.894;153.914;153.904;0;T;True;3
1621250924000;11596537;153.891;153.911;153.901;2;T;True;3
1621250925000;11596541;153.896;153.916;153.906;3;T;True;3
1621250926000;11596543;153.895;153.915;153.905;1;T;True;3
1621250927000;11596544;153.895;153.915;153.905;0;T;True;3
1621250928000;11596545;153.895;153.915;153.905;0;T;True;3
1621250929000;11596546;153.895;153.915;153.905;0;T;True;3
1621250930000;11596547;153.895;153.915;153.905;0;T;True;3
1621250931000;11596548;153.895;153.915;153.905;0;T;True;3
1621250932000;11596549;153.895;153.915;153.905;0;T;True;3
1621250933000;11596551;153.897;153.917;153.907;1;T;True;3
1621250934000;11596553;153.895;153.915;153.905;1;T;True;3
1621250935000;11596554;153.895;153.915;153.905;0;T;True;3
1621250936000;11596555;153.895;153.915;153.905;0;T;True;3
1621250937000;11596556;153.895;153.915;153.905;0;T;True;3
1621250938000;11596557;153.895;153.915;153.905;0;T;True;3
1621250939000;11596558;153.895;153.915;153.905;0;T;True;3
1621250940000;11596560;153.896;153.916;153.906;1;T;True;3
1621250941000;11596561;153.896;153.916;153.906;0;T;True;3
1621250942000;11596562;153.896;153.916;153.906;0;T;True;3
1621250943000;11596563;153.896;153.916;153.906;0;T;True;3
1621250944000;11596566;153.893;153.913;153.903;2;T;True;3
1621250945000;11596567;153.893;153.913;153.903;0;T;True;3
1621250946000;11596568;153.893;153.913;153.903;0;T;True;3
1621250947000;11596570;153.895;153.915;153.905;1;T;True;3
1621250948000;11596571;153.895;153.915;153.905;0;T;True;3
1621250949000;11596572;153.895;153.915;153.905;0;T;True;3
1621250950000;11596573;153.895;153.915;153.905;0;T;True;3
1621250951000;11596574;153.895;153.915;153.905;0;T;True;3
1621250952000;11596575;153.895;153.915;153.905;0;T;True;3
1621250953000;11596576;153.895;153.915;153.905;0;T;True;3
1621250954000;11596577;153.895;153.915;153.905;0;T;True;3
1621250955000;11596578;153.895;153.915;153.905;0;T;True;3
1621250956000;11596579;153.895;153.915;153.905;0;T;True;3
1621250957000;11596580;153.895;153.915;153.905;0;T;True;3
1621250958000;11596581;153.895;153.915;153.905;0;T;True;3
1621250959000;11596582;153.895;153.915;153.905;0;T;True;3
1621250960000;11596584;153.896;153.916;153.906;1;T;True;3
1621250961000;11596585;153.896;153.916;153.906;0;T;True;3
1621250962000;11596586;153.896;153.916;153.906;0;T;True;3
1621250963000;11596587;153.896;153.916;153.906;0;T;True;3
1621250964000;11596588;153.896;153.916;153.906;0;T;True;3
1621250965000;11596592;153.903;153.923;153.913;3;T;True;3
1621250966000;11596593;153.903;153.923;153.913;0;T;True;3
1621250967000;11596595;153.901;153.921;153.911;1;T;True;3
1621250968000;11596596;153.901;153.921;153.911;0;T;True;3
1621250969000;11596597;153.901;153.921;153.911;0;T;True;3
1621250970000;11596600;153.905;153.925;153.915;2;T;True;3
1621250971000;11596602;153.906;153.926;153.916;1;T;True;3
1621250972000;11596603;153.906;153.926;153.916;0;T;True;3
1621250973000;11596608;153.911;153.931;153.921;4;T;True;3
1621250974000;11596611;153.907;153.927;153.917;2;T;True;3
1621250975000;11596612;153.907;153.927;153.917;0;T;True;3
1621250976000;11596614;153.909;153.929;153.919;1;T;True;3
1621250977000;11596615;153.909;153.929;153.919;0;T;True;3
1621250978000;11596617;153.908;153.928;153.918;1;T;True;3
1621250979000;11596619;153.909;153.929;153.919;1;T;True;3
1621250980000;11596624;153.898;153.918;153.908;4;T;True;3
1621250981000;11596625;153.898;153.918;153.908;0;T;True;3
1621250982000;11596627;153.899;153.919;153.909;1;T;True;3
1621250983000;11596628;153.899;153.919;153.909;0;T;True;3
1621250984000;11596633;153.889;153.909;153.899;4;T;True;3
