ts;n;bid;ask;value;volume;phase;round;active_id
1621269622000;14228490;1.21547;1.21553;1.2155;1;T;True;1
1621269623000;14228491;1.21547;1.21553;1.2155;0;T;True;1
1621269624000;14228495;1.21548;1.21554;1.21551;3;T;True;1
1621269625000;14228497;1.21548;1.21554;1.21551;1;T;True;1
1621269626000;14228500;1.21548;1.21554;1.21551;2;T;True;1
1621269627000;14228501;1.21548;1.21554;1.21551;0;T;True;1
1621269628000;14228502;1.21548;1.21554;1.21551;0;T;True;1
1621269629000;14228506;1.21548;1.21554;1.21551;3;T;True;1
1621269630000;14228513;1.21552;1.21558;1.21555;6;T;True;1
1621269631000;14228516;1.21552;1.21558;1.21555;2;T;True;1
1621269632000;14228519;1.21552;1.21558;1.21555;2;T;True;1
1621269633000;14228521;1.21552;1.21558;1.21555;1;T;True;1
1621269634000;14228523;1.21552;1.21558;1.21555;1;T;True;1
1621269635000;14228524;1.21552;1.21558;1.21555;0;T;True;1
1621269636000;14228525;1.21552;1.21558;1.21555;0;T;True;1
1621269637000;14228527;1.21552;1.21558;1.21555;1;T;True;1
1621269638000;14228532;1.21552;1.21558;1.21555;4;T;True;1
1621269639000;14228534;1.21552;1.21558;1.21555;1;T;True;1
1621269640000;14228537;1.21552;1.21558;1.21555;2;T;True;1
1621269641000;14228539;1.21552;1.21558;1.21555;1;T;True;1
1621269642000;14228541;1.21552;1.21558;1.21555;1;T;True;1
1621269643000;14228542;1.21552;1.21558;1.21555;0;T;True;1
1621269644000;14228546;1.21552;1.21558;1.21555;3;T;True;1
1621269645000;14228550;1.21552;1.21558;1.21555;3;T;True;1
1621269646000;14228551;1.21552;1.21558;1.21555;0;T;True;1
1621269647000;14228554;1.21552;1.21558;1.21555;2;T;True;1
1621269648000;14228555;1.21552;1.21558;1.21555;0;T;True;1
1621269649000;14228557;1.21552;1.21558;1.21555;1;T;True;1
1621269650000;14228558;1.21552;1.21558;1.21555;0;T;True;1
1621269651000;14228560;1.21552;1.21558;1.21555;1;T;True;1
1621269652000;14228561;1.21552;1.21558;1.21555;0;T;True;1
1621269653000;14228562;1.21552;1.21558;1.21555;0;T;True;1
1621269654000;14228563;1.21552;1.21558;1.21555;0;T;True;1
1621269655000;14228564;1.21552;1.21558;1.21555;0;T;True;1
1621269656000;14228565;1.21552;1.21558;1.21555;0;T;True;1
1621269657000;14228568;1.21552;1.21558;1.21555;2;T;True;1
1621269658000;14228569;1.21552;1.21558;1.21555;0;T;True;1
1621269659000;14228570;1.21552;1.21558;1.21555;0;T;True;1
1621269660000;14228571;1.21552;1.21558;1.21555;0;T;True;1
1621269661000;14228575;1.21554;1.2156;1.21557;3;T;True;1
1621269662000;14228576;1.21554;1.2156;1.21557;0;T;True;1
1621269663000;14228577;1.21554;1.2156;1.21557;0;T;True;1
1621269664000;14228579;1.21554;1.2156;1.21557;1;T;True;1
1621269665000;14228580;1.21554;1.2156;1.21557;0;T;True;1
1621269666000;14228581;1.21554;1.2156;1.21557;0;T;True;1
1621269667000;14228582;1.21554;1.2156;1.21557;0;T;True;1
1621269668000;14228583;1.21554;1.2156;1.21557;0;T;True;1
1621269669000;14228585;1.21554;1.2156;1.21557;1;T;True;1
1621269670000;14228586;1.21554;1.2156;1.21557;0;T;True;1
1621269671000;14228587;1.21554;1.2156;1.21557;0;T;True;1
1621269672000;14228589;1.21554;1.2156;1.21557;1;T;True;1
1621269673000;14228597;1.21558;1.21564;1.21561;7;T;True;1
1621269674000;14228598;1.21558;1.21564;1.21561;0;T;True;1
