ts;n;bid;ask;value;volume;phase;round;active_id
1621231062000;11501775;0.86096;0.86108;0.86102;0;T;True;2
1621231063000;11501776;0.86096;0.86108;0.86102;0;T;True;2
1621231064000;11501777;0.86096;0.86108;0.86102;0;T;True;2
1621231065000;11501778;0.86096;0.86108;0.86102;0;T;True;2
1621231066000;11501779;0.86096;0.86108;0.86102;0;T;True;2
1621231067000;11501780;0.86096;0.86108;0.86102;0;T;True;2
1621231068000;11501781;0.86096;0.86108;0.86102;0;T;True;2
1621231069000;11501782;0.86096;0.86108;0.86102;0;T;True;2
1621231070000;11501783;0.86096;0.86108;0.86102;0;T;True;2
1621231071000;11501784;0.86096;0.86108;0.86102;0;T;True;2
1621231072000;11501785;0.86096;0.86108;0.86102;0;T;True;2
1621231073000;11501786;0.86096;0.86108;0.86102;0;T;True;2
1621231074000;11501787;0.86096;0.86108;0.86102;0;T;True;2
1621231075000;11501788;0.86096;0.86108;0.86102;0;T;True;2
1621231076000;11501789;0.86096;0.86108;0.86102;0;T;True;2
1621231077000;11501790;0.86096;0.86108;0.86102;0;T;True;2
1621231078000;11501791;0.86096;0.86108;0.86102;0;T;True;2
1621231079000;11501792;0.86096;0.86108;0.86102;0;T;True;2
1621231080000;11501793;0.86096;0.86108;0.86102;0;T;True;2
1621231081000;11501794;0.86096;0.86108;0.86102;0;T;True;2
1621231082000;11501799;0.86098;0.8611;0.86104;4;T;True;2
1621231083000;11501800;0.86098;0.8611;0.86104;0;T;True;2
1621231084000;11501801;0.86098;0.8611;0.86104;0;T;True;2
1621231085000;11501804;0.86098;0.8611;0.86104;2;T;True;2
1621231086000;11501806;0.86098;0.8611;0.86104;1;T;True;2
1621231087000;11501807;0.86098;0.8611;0.86104;0;T;True;2
1621231088000;11501808;0.86098;0.8611;0.86104;0;T;True;2
1621231089000;11501809;0.86098;0.8611;0.86104;0;T;True;2
1621231090000;11501812;0.86098;0.8611;0.86104;2;T;True;2
1621231091000;11501813;0.86098;0.8611;0.86104;0;T;True;2
1621231092000;11501814;0.86098;0.8611;0.86104;0;T;True;2
1621231093000;11501815;0.86098;0.8611;0.86104;0;T;True;2
1621231094000;11501816;0.86098;0.8611;0.86104;0;T;True;2
1621231095000;11501818;0.86099;0.86111;0.86105;1;T;True;2
1621231096000;11501819;0.86099;0.86111;0.86105;0;T;True;2
1621231097000;11501820;0.86099;0.86111;0.86105;0;T;True;2
1621231098000;11501821;0.86099;0.86111;0.86105;0;T;True;2
1621231099000;11501822;0.86099;0.86111;0.86105;0;T;True;2
1621231100000;11501823;0.86099;0.86111;0.86105;0;T;True;2
1621231101000;11501824;0.86099;0.86111;0.86105;0;T;True;2
1621231102000;11501827;0.86099;0.86111;0.86105;2;T;True;2
1621231103000;11501829;0.86099;0.86111;0.86105;1;T;True;2
1621231104000;11501833;0.86102;0.86114;0.86108;3;T;True;2
1621231105000;11501835;0.86103;0.86115;0.86109;1;T;True;2
1621231106000;11501836;0.86103;0.86115;0.86109;0;T;True;2
1621231107000;11501837;0.86103;0.86115;0.86109;0;T;True;2
1621231108000;11501838;0.86103;0.86115;0.86109;0;T;True;2
1621231109000;11501839;0.86103;0.86115;0.86109;0;T;True;2
1621231110000;11501840;0.86103;0.86115;0.86109;0;T;True;2
1621231111000;11501841;0.86103;0.86115;0.86109;0;T;True;2
1621231112000;11501847;0.86099;0.86111;0.86105;5;T;True;2
1621231113000;11501848;0.86099;0.86111;0.86105;0;T;True;2
1621231114000;11501849;0.86099;0.86111;0.86105;0;T;True;2
1621231115000;11501850;0.86099;0.86111;0.86105;0;T;True;2
1621231116000;11501851;0.86099;0.86111;0.86105;0;T;True;2
1621231117000;11501852;0.86099;0.86111;0.86105;0;T;True;2
1621231118000;11501854;0.86099;0.86111;0.86105;1;T;True;2
1621231119000;11501855;0.86099;0.86111;0.86105;0;T;True;2
1621231120000;11501856;0.86099;0.86111;0.86105;0;T;True;2
1621231121000;11501857;0.86099;0.86111;0.86105;0;T;True;2
1621231122000;11501858;0.86099;0.86111;0.86105;0;T;True;2
1621231123000;11501861;0.86099;0.86111;0.86105;2;T;True;2
1621231124000;11501867;0.861;0.86112;0.86106;5;T;True;2
1621231125000;11501868;0.861;0.86112;0.86106;0;T;True;2
1621231126000;11501869;0.861;0.86112;0.86106;0;T;True;2
1621231127000;11501870;0.861;0.86112;0.86106;0;T;True;2
1621231128000;11501871;0.861;0.86112;0.86106;0;T;True;2
1621231129000;11501872;0.861;0.86112;0.86106;0;T;True;2
1621231130000;11501873;0.861;0.86112;0.86106;0;T;True;2
1621231131000;11501874;0.861;0.86112;0.86106;0;T;True;2
1621231132000;11501876;0.861;0.86112;0.86106;1;T;True;2
1621231133000;11501878;0.86101;0.86113;0.86107;1;T;True;2
1621231134000;11501879;0.86101;0.86113;0.86107;0;T;True;2
1621231135000;11501880;0.86101;0.86113;0.86107;0;T;True;2
1621231136000;11501881;0.86101;0.86113;0.86107;0;T;True;2
1621231137000;11501882;0.86101;0.86113;0.86107;0;T;True;2
1621231138000;11501883;0.86101;0.86113;0.86107;0;T;True;2
1621231139000;11501885;0.86101;0.86113;0.86107;1;T;True;2
1621231140000;11501886;0.86101;0.86113;0.86107;0;T;True;2
1621231141000;11501887;0.86101;0.86113;0.86107;0;T;True;2
1621231142000;11501889;0.86101;0.86113;0.86107;1;T;True;2
1621231143000;11501890;0.86101;0.86113;0.86107;0;T;True;2
1621231144000;11501892;0.86099;0.86111;0.86105;1;T;True;2
1621231145000;11501893;0.86099;0.86111;0.86105;0;T;True;2
1621231146000;11501894;0.86099;0.86111;0.86105;0;T;True;2
1621231147000;11501895;0.86099;0.86111;0.86105;0;T;True;2
1621231148000;11501897;0.861;0.86112;0.86106;1;T;True;2
