ts;n;bid;ask;value;volume;phase;round;active_id
1621241862000;11523898;0.86118;0.8613;0.86124;0;T;True;2
1621241863000;11523901;0.86118;0.8613;0.86124;2;T;True;2
1621241864000;11523902;0.86118;0.8613;0.86124;0;T;True;2
1621241865000;11523904;0.86119;0.86131;0.86125;1;T;True;2
1621241866000;11523905;0.86119;0.86131;0.86125;0;T;True;2
1621241867000;11523906;0.86119;0.86131;0.86125;0;T;True;2
1621241868000;11523907;0.86119;0.86131;0.86125;0;T;True;2
1621241869000;11523908;0.86119;0.86131;0.86125;0;T;True;2
1621241870000;11523912;0.86119;0.86131;0.86125;3;T;True;2
1621241871000;11523913;0.86119;0.86131;0.86125;0;T;True;2
1621241872000;11523915;0.86119;0.86131;0.86125;1;T;True;2
1621241873000;11523917;0.86121;0.86133;0.86127;1;T;True;2
1621241874000;11523918;0.86121;0.86133;0.86127;0;T;True;2
1621241875000;11523919;0.86121;0.86133;0.86127;0;T;True;2
1621241876000;11523920;0.86121;0.86133;0.86127;0;T;True;2
1621241877000;11523921;0.86121;0.86133;0.86127;0;T;True;2
1621241878000;11523922;0.86121;0.86133;0.86127;0;T;True;2
1621241879000;11523923;0.86121;0.86133;0.86127;0;T;True;2
1621241880000;11523924;0.86121;0.86133;0.86127;0;T;True;2
1621241881000;11523925;0.86121;0.86133;0.86127;0;T;True;2
1621241882000;11523926;0.86121;0.86133;0.86127;0;T;True;2
1621241883000;11523927;0.86121;0.86133;0.86127;0;T;True;2
1621241884000;11523928;0.86121;0.86133;0.86127;0;T;True;2
1621241885000;11523931;0.86123;0.86135;0.86129;2;T;True;2
1621241886000;11523932;0.86123;0.86135;0.86129;0;T;True;2
1621241887000;11523933;0.86123;0.86135;0.86129;0;T;True;2
1621241888000;11523934;0.86123;0.86135;0.86129;0;T;True;2
1621241889000;11523935;0.86123;0.86135;0.86129;0;T;True;2
1621241890000;11523937;0.86125;0.86137;0.86131;1;T;True;2
1621241891000;11523938;0.86125;0.86137;0.86131;0;T;True;2
