ts;n;bid;ask;value;volume;phase;round;active_id
1621223862000;11491908;0.86111;0.86123;0.86117;0;T;True;2
1621223863000;11491909;0.86111;0.86123;0.86117;0;T;True;2
1621223864000;11491910;0.86111;0.86123;0.86117;0;T;True;2
1621223865000;11491911;0.86111;0.86123;0.86117;0;T;True;2
1621223866000;11491912;0.86111;0.86123;0.86117;0;T;True;2
1621223867000;11491913;0.86111;0.86123;0.86117;0;T;True;2
1621223868000;11491914;0.86111;0.86123;0.86117;0;T;True;2
1621223869000;11491915;0.86111;0.86123;0.86117;0;T;True;2
1621223870000;11491916;0.86111;0.86123;0.86117;0;T;True;2
1621223871000;11491917;0.86111;0.86123;0.86117;0;T;True;2
1621223872000;11491918;0.86111;0.86123;0.86117;0;T;True;2
1621223873000;11491919;0.86111;0.86123;0.86117;0;T;True;2
1621223874000;11491920;0.86111;0.86123;0.86117;0;T;True;2
1621223875000;11491921;0.86111;0.86123;0.86117;0;T;True;2
1621223876000;11491922;0.86111;0.86123;0.86117;0;T;True;2
1621223877000;11491923;0.86111;0.86123;0.86117;0;T;True;2
1621223878000;11491924;0.86111;0.86123;0.86117;0;T;True;2
1621223879000;11491925;0.86111;0.86123;0.86117;0;T;True;2
1621223880000;11491926;0.86111;0.86123;0.86117;0;T;True;2
1621223881000;11491927;0.86111;0.86123;0.86117;0;T;True;2
1621223882000;11491928;0.86111;0.86123;0.86117;0;T;True;2
1621223883000;11491929;0.86111;0.86123;0.86117;0;T;True;2
1621223884000;11491930;0.86111;0.86123;0.86117;0;T;True;2
1621223885000;11491931;0.86111;0.86123;0.86117;0;T;True;2
1621223886000;11491932;0.86111;0.86123;0.86117;0;T;True;2
1621223887000;11491933;0.86111;0.86123;0.86117;0;T;True;2
1621223888000;11491934;0.86111;0.86123;0.86117;0;T;True;2
1621223889000;11491935;0.86111;0.86123;0.86117;0;T;True;2
1621223890000;11491936;0.86111;0.86123;0.86117;0;T;True;2
1621223891000;11491937;0.86111;0.86123;0.86117;0;T;True;2
1621223892000;11491939;0.86111;0.86123;0.86117;1;T;True;2
1621223893000;11491940;0.86111;0.86123;0.86117;0;T;True;2
1621223894000;11491941;0.86111;0.86123;0.86117;0;T;True;2
1621223895000;11491942;0.86111;0.86123;0.86117;0;T;True;2
1621223896000;11491943;0.86111;0.86123;0.86117;0;T;True;2
1621223897000;11491944;0.86111;0.86123;0.86117;0;T;True;2
1621223898000;11491945;0.86111;0.86123;0.86117;0;T;True;2
1621223899000;11491947;0.86111;0.86123;0.86117;1;T;True;2
1621223900000;11491948;0.86111;0.86123;0.86117;0;T;True;2
1621223901000;11491949;0.86111;0.86123;0.86117;0;T;True;2
1621223902000;11491950;0.86111;0.86123;0.86117;0;T;True;2
1621223903000;11491951;0.86111;0.86123;0.86117;0;T;True;2
1621223904000;11491952;0.86111;0.86123;0.86117;0;T;True;2
1621223905000;11491953;0.86111;0.86123;0.86117;0;T;True;2
1621223906000;11491954;0.86111;0.86123;0.86117;0;T;True;2
1621223907000;11491955;0.86111;0.86123;0.86117;0;T;True;2
1621223908000;11491956;0.86111;0.86123;0.86117;0;T;True;2
1621223909000;11491957;0.86111;0.86123;0.86117;0;T;True;2
1621223910000;11491958;0.86111;0.86123;0.86117;0;T;True;2
1621223911000;11491959;0.86111;0.86123;0.86117;0;T;True;2
1621223912000;11491962;0.86113;0.86125;0.86119;2;T;True;2
1621223913000;11491964;0.86113;0.86125;0.86119;1;T;True;2
1621223914000;11491969;0.86115;0.86127;0.86121;4;T;True;2
1621223915000;11491970;0.86115;0.86127;0.86121;0;T;True;2
1621223916000;11491974;0.86115;0.86127;0.86121;3;T;True;2
1621223917000;11491975;0.86115;0.86127;0.86121;0;T;True;2
1621223918000;11491976;0.86115;0.86127;0.86121;0;T;True;2
1621223919000;11491978;0.86116;0.86128;0.86122;1;T;True;2
1621223920000;11491981;0.86115;0.86127;0.86121;2;T;True;2
1621223921000;11491983;0.86115;0.86127;0.86121;1;T;True;2
1621223922000;11491986;0.86115;0.86127;0.86121;2;T;True;2
1621223923000;11491988;0.86115;0.86127;0.86121;1;T;True;2
1621223924000;11491989;0.86115;0.86127;0.86121;0;T;True;2
1621223925000;11491990;0.86115;0.86127;0.86121;0;T;True;2
1621223926000;11491992;0.86114;0.86126;0.8612;1;T;True;2
1621223927000;11491994;0.86115;0.86127;0.86121;1;T;True;2
1621223928000;11491995;0.86115;0.86127;0.86121;0;T;True;2
1621223929000;11491996;0.86115;0.86127;0.86121;0;T;True;2
1621223930000;11491997;0.86115;0.86127;0.86121;0;T;True;2
1621223931000;11491999;0.86115;0.86127;0.86121;1;T;True;2
1621223932000;11492000;0.86115;0.86127;0.86121;0;T;True;2
1621223933000;11492002;0.86115;0.86127;0.86121;1;T;True;2
