ts;n;bid;ask;value;volume;phase;round;active_id
1621234662000;11508647;0.86042;0.86054;0.86048;0;T;True;2
1621234663000;11508648;0.86042;0.86054;0.86048;0;T;True;2
1621234664000;11508649;0.86042;0.86054;0.86048;0;T;True;2
1621234665000;11508651;0.86041;0.86053;0.86047;1;T;True;2
1621234666000;11508652;0.86041;0.86053;0.86047;0;T;True;2
1621234667000;11508654;0.86039;0.86051;0.86045;1;T;True;2
1621234668000;11508657;0.86037;0.86049;0.86043;2;T;True;2
1621234669000;11508658;0.86037;0.86049;0.86043;0;T;True;2
1621234670000;11508660;0.86036;0.86048;0.86042;1;T;True;2
1621234671000;11508661;0.86036;0.86048;0.86042;0;T;True;2
1621234672000;11508662;0.86036;0.86048;0.86042;0;T;True;2
1621234673000;11508663;0.86036;0.86048;0.86042;0;T;True;2
1621234674000;11508673;0.86033;0.86045;0.86039;9;T;True;2
1621234675000;11508677;0.86033;0.86045;0.86039;3;T;True;2
1621234676000;11508678;0.86033;0.86045;0.86039;0;T;True;2
1621234677000;11508682;0.86029;0.86041;0.86035;3;T;True;2
1621234678000;11508687;0.86029;0.86041;0.86035;4;T;True;2
1621234679000;11508690;0.86029;0.86041;0.86035;2;T;True;2
1621234680000;11508693;0.86029;0.86041;0.86035;2;T;True;2
1621234681000;11508694;0.86029;0.86041;0.86035;0;T;True;2
1621234682000;11508695;0.86029;0.86041;0.86035;0;T;True;2
1621234683000;11508696;0.86029;0.86041;0.86035;0;T;True;2
1621234684000;11508697;0.86029;0.86041;0.86035;0;T;True;2
1621234685000;11508698;0.86029;0.86041;0.86035;0;T;True;2
1621234686000;11508699;0.86029;0.86041;0.86035;0;T;True;2
1621234687000;11508700;0.86029;0.86041;0.86035;0;T;True;2
1621234688000;11508701;0.86029;0.86041;0.86035;0;T;True;2
1621234689000;11508703;0.86029;0.86041;0.86035;1;T;True;2
1621234690000;11508704;0.86029;0.86041;0.86035;0;T;True;2
1621234691000;11508708;0.86031;0.86043;0.86037;3;T;True;2
1621234692000;11508709;0.86031;0.86043;0.86037;0;T;True;2
1621234693000;11508710;0.86031;0.86043;0.86037;0;T;True;2
1621234694000;11508719;0.86031;0.86043;0.86037;8;T;True;2
1621234695000;11508720;0.86031;0.86043;0.86037;0;T;True;2
1621234696000;11508721;0.86031;0.86043;0.86037;0;T;True;2
1621234697000;11508723;0.86029;0.86041;0.86035;1;T;True;2
