ts;n;bid;ask;value;volume;phase;round;active_id
1621245462000;11530305;0.86186;0.86198;0.86192;0;T;True;2
1621245463000;11530307;0.86185;0.86197;0.86191;1;T;True;2
1621245464000;11530308;0.86185;0.86197;0.86191;0;T;True;2
1621245465000;11530310;0.86184;0.86196;0.8619;1;T;True;2
1621245466000;11530311;0.86184;0.86196;0.8619;0;T;True;2
1621245467000;11530315;0.86182;0.86194;0.86188;3;T;True;2
1621245468000;11530316;0.86182;0.86194;0.86188;0;T;True;2
1621245469000;11530317;0.86182;0.86194;0.86188;0;T;True;2
1621245470000;11530318;0.86182;0.86194;0.86188;0;T;True;2
1621245471000;11530320;0.86183;0.86195;0.86189;1;T;True;2
1621245472000;11530321;0.86183;0.86195;0.86189;0;T;True;2
1621245473000;11530322;0.86183;0.86195;0.86189;0;T;True;2
1621245474000;11530323;0.86183;0.86195;0.86189;0;T;True;2
1621245475000;11530324;0.86183;0.86195;0.86189;0;T;True;2
1621245476000;11530325;0.86183;0.86195;0.86189;0;T;True;2
1621245477000;11530326;0.86183;0.86195;0.86189;0;T;True;2
1621245478000;11530327;0.86183;0.86195;0.86189;0;T;True;2
1621245479000;11530328;0.86183;0.86195;0.86189;0;T;True;2
1621245480000;11530329;0.86183;0.86195;0.86189;0;T;True;2
1621245481000;11530330;0.86183;0.86195;0.86189;0;T;True;2
1621245482000;11530333;0.86181;0.86193;0.86187;2;T;True;2
1621245483000;11530334;0.86181;0.86193;0.86187;0;T;True;2
1621245484000;11530335;0.86181;0.86193;0.86187;0;T;True;2
1621245485000;11530336;0.86181;0.86193;0.86187;0;T;True;2
1621245486000;11530338;0.86183;0.86195;0.86189;1;T;True;2
1621245487000;11530339;0.86183;0.86195;0.86189;0;T;True;2
1621245488000;11530340;0.86183;0.86195;0.86189;0;T;True;2
1621245489000;11530343;0.86184;0.86196;0.8619;2;T;True;2
1621245490000;11530344;0.86184;0.86196;0.8619;0;T;True;2
1621245491000;11530346;0.86185;0.86197;0.86191;1;T;True;2
1621245492000;11530347;0.86185;0.86197;0.86191;0;T;True;2
1621245493000;11530349;0.86183;0.86195;0.86189;1;T;True;2
1621245494000;11530350;0.86183;0.86195;0.86189;0;T;True;2
1621245495000;11530351;0.86183;0.86195;0.86189;0;T;True;2
1621245496000;11530352;0.86183;0.86195;0.86189;0;T;True;2
1621245497000;11530356;0.86181;0.86193;0.86187;3;T;True;2
1621245498000;11530360;0.86181;0.86193;0.86187;3;T;True;2
1621245499000;11530362;0.86181;0.86193;0.86187;1;T;True;2
1621245500000;11530363;0.86181;0.86193;0.86187;0;T;True;2
1621245501000;11530367;0.86181;0.86193;0.86187;3;T;True;2
1621245502000;11530369;0.86181;0.86193;0.86187;1;T;True;2
1621245503000;11530371;0.86181;0.86193;0.86187;1;T;True;2
1621245504000;11530372;0.86181;0.86193;0.86187;0;T;True;2
1621245505000;11530373;0.86181;0.86193;0.86187;0;T;True;2
1621245506000;11530374;0.86181;0.86193;0.86187;0;T;True;2
1621245507000;11530375;0.86181;0.86193;0.86187;0;T;True;2
1621245508000;11530376;0.86181;0.86193;0.86187;0;T;True;2
1621245509000;11530377;0.86181;0.86193;0.86187;0;T;True;2
1621245510000;11530379;0.86181;0.86193;0.86187;1;T;True;2
1621245511000;11530380;0.86181;0.86193;0.86187;0;T;True;2
1621245512000;11530381;0.86181;0.86193;0.86187;0;T;True;2
1621245513000;11530382;0.86181;0.86193;0.86187;0;T;True;2
1621245514000;11530383;0.86181;0.86193;0.86187;0;T;True;2
1621245515000;11530384;0.86181;0.86193;0.86187;0;T;True;2
1621245516000;11530385;0.86181;0.86193;0.86187;0;T;True;2
1621245517000;11530386;0.86181;0.86193;0.86187;0;T;True;2
1621245518000;11530387;0.86181;0.86193;0.86187;0;T;True;2
1621245519000;11530388;0.86181;0.86193;0.86187;0;T;True;2
1621245520000;11530389;0.86181;0.86193;0.86187;0;T;True;2
1621245521000;11530390;0.86181;0.86193;0.86187;0;T;True;2
1621245522000;11530391;0.86181;0.86193;0.86187;0;T;True;2
1621245523000;11530392;0.86181;0.86193;0.86187;0;T;True;2
1621245524000;11530393;0.86181;0.86193;0.86187;0;T;True;2
1621245525000;11530398;0.86185;0.86197;0.86191;4;T;True;2
1621245526000;11530402;0.86187;0.86199;0.86193;3;T;True;2
1621245527000;11530404;0.86187;0.86199;0.86193;1;T;True;2
1621245528000;11530405;0.86187;0.86199;0.86193;0;T;True;2
1621245529000;11530406;0.86187;0.86199;0.86193;0;T;True;2
1621245530000;11530409;0.86188;0.862;0.86194;2;T;True;2
1621245531000;11530411;0.86189;0.86201;0.86195;1;T;True;2
1621245532000;11530412;0.86189;0.86201;0.86195;0;T;True;2
1621245533000;11530413;0.86189;0.86201;0.86195;0;T;True;2
1621245534000;11530415;0.86189;0.86201;0.86195;1;T;True;2
1621245535000;11530416;0.86189;0.86201;0.86195;0;T;True;2
1621245536000;11530417;0.86189;0.86201;0.86195;0;T;True;2
1621245537000;11530418;0.86189;0.86201;0.86195;0;T;True;2
1621245538000;11530419;0.86189;0.86201;0.86195;0;T;True;2
1621245539000;11530423;0.86189;0.86201;0.86195;3;T;True;2
1621245540000;11530427;0.86192;0.86204;0.86198;3;T;True;2
1621245541000;11530428;0.86192;0.86204;0.86198;0;T;True;2
1621245542000;11530429;0.86192;0.86204;0.86198;0;T;True;2
1621245543000;11530430;0.86192;0.86204;0.86198;0;T;True;2
1621245544000;11530431;0.86192;0.86204;0.86198;0;T;True;2
1621245545000;11530432;0.86192;0.86204;0.86198;0;T;True;2
